photon_energy_keV,raw_photons_per_tonne_year_keV_R100nm,raw_photons_per_tonne_year_keV_R049nm,raw_photons_per_tonne_year_keV_colored_Ec10keV,atomic_shape_over_high_energy_R100nm
16.75,5.253025365998645e-07,4.46257158995027,1.380331841944134e-07,0.5982666837275953
17.0,5.240757885380575e-07,4.451984458371002,1.347238530946163e-07,0.6057780418516945
17.25,5.22241356024364e-07,4.436289180593652,1.3136081899685307e-07,0.6125349433971538
17.5,5.198211042737539e-07,4.415669492003089,1.2795596412892407e-07,0.6185324165024089
17.75,5.168444224205024e-07,4.390372095870202,1.2452207135563978e-07,0.6237760565766384
18.0,5.133473479305961e-07,4.3606993340699365,1.210724877194802e-07,0.628281594151905
18.25,5.093715987773514e-07,4.327001088261027,1.1762080502868556e-07,0.632074258977527
18.5,5.049635369570595e-07,4.289666108536993,1.1418056234190152e-07,0.6351879590384835
18.75,5.001730876143782e-07,4.249112972304658,1.107649744197931e-07,0.6376642972691954
19.0,4.95052638189566e-07,4.205780877298891,1.0738668941205337e-07,0.6395514522183462
19.25,4.896559416003971e-07,4.160120469275734,1.0405757823889431e-07,0.6409029517175815
19.5,4.840370465521664e-07,4.112584897220416,1.0078855732476136e-07,0.6417763706533224
19.75,4.782492766627943e-07,4.063621277139689,9.758944556312599e-08,0.6422319851927275
20.0,4.723442782407271e-07,4.013662730047783,9.446885564814543e-08,0.6423314162491728
20.25,4.6637115431468266e-07,3.963121141049155,9.143411921375962e-08,0.6421362945879507
20.5,4.60375699947943e-07,3.9123807649840043,8.849124458393907e-08,0.6417069787889902
20.75,4.543997510439224e-07,3.8617927805019066,8.564490536815595e-08,0.6411013553405596
21.0,4.4848065583679713e-07,3.8116708692713877,8.289845764081278e-08,0.6403737474957891
21.25,4.426508751364866e-07,3.7622878709476355,8.025398302757831e-08,0.63957395625959
21.5,4.36937714237464e-07,3.713873538142934,7.771235468874414e-08,0.6387464530796646
21.75,4.313631862809119e-07,3.6666133896013946,7.527332294137409e-08,0.63792973959694
22.0,4.2594400385190675e-07,3.620648634674118,7.293561709792924e-08,0.6371558852828137
22.25,4.2069169276525963e-07,3.5760771185868974,7.06970600172687e-08,0.6364502490744781
22.5,4.1561281940684343e-07,3.532955216402776,6.855469186092263e-08,0.6358313863399047
22.75,4.1070932070561246e-07,3.4913005844555256,6.650489961835643e-08,0.635311137785237
23.0,4.0597892386030404e-07,3.451095661744774,6.454354910338697e-08,0.6348948923802638
23.25,4.014156413696108e-07,3.4122918006357015,6.266611632270244e-08,0.6345820121364882
23.5,3.970103257408349e-07,3.374813896408039,6.086781536846836e-08,0.6343664027315931
23.75,3.927512674944899e-07,3.3385653788738203,5.914372028152318e-08,0.6342372106259571
24.0,3.8862481974515474e-07,3.3034334264657,5.7488878660525855e-08,0.634179624538857
24.25,3.846160327158252e-07,3.2692942638352878,5.589841514627307e-08,0.6341757570051709
24.5,3.8070928201775245e-07,3.2360184079580243,5.4367623279936094e-08,0.6342055802610435
24.75,3.7688887537476266e-07,3.203475734804687,5.289204461008861e-08,0.634247889933697
25.0,3.7313962365640366e-07,3.171540248526927,5.146753429743499e-08,0.6342812699420225
25.25,3.694473635668093e-07,3.140094447472301,5.0090312830005495e-08,0.6342850326376079
25.5,3.657994210688269e-07,3.1090331958003232,4.8757003807907624e-08,0.6342401094993508
25.75,3.6218500655401104e-07,3.0782670255841276,4.746465807899236e-08,0.6341298695907291
26.0,3.585955348437434e-07,3.047724811595338,4.621076479945146e-08,0.6339408454340331
26.25,3.5502486526856686e-07,3.0173557790119645,4.499325025185798e-08,0.6336633488740492
26.5,3.514694592652267e-07,2.9871308225887288,4.3810465474007697e-08,0.633291962807723
26.75,3.4792845509862203e-07,2.9570431339248864,4.266116393269946e-08,0.6328258982508408
27.0,3.444036614062569e-07,2.9271081509172903,4.1544470615953785e-08,0.6322692099969628
27.25,3.408994732271087e-07,2.8973628598894963,4.045984401478925e-08,0.631630867994277
