photon_energy_keV,raw_photons_per_tonne_year_keV_R100nm,raw_photons_per_tonne_year_keV_R049nm,raw_photons_per_tonne_year_keV_colored_Ec10keV,atomic_shape_over_high_energy_R100nm
27.5,3.3742271597137253e-07,2.86786449587594,3.940703252220409e-08,0.630924685419506
27.75,3.3398242437446557e-07,2.838688699797885,3.838602679399073e-08,0.6301691081642833
28.0,3.30589564826835e-07,2.8099272025345177,3.739700959579581e-08,0.6293868739738933
28.25,3.2725671055653676e-07,2.781685114968027,3.644030460647636e-08,0.62860455270434
28.5,3.2399767994780836e-07,2.754077909827884,3.5516325562927747e-08,0.6278519820148384
28.75,3.208271487971491e-07,2.7272281855032126,3.462552702026567e-08,0.6271616152243977
29.0,3.1776024753752923e-07,2.701262303922075,3.376835786796272e-08,0.6265677999817921
29.25,3.148121544073345e-07,2.676306994162892,3.294521859191152e-08,0.626106007790825
29.5,3.1199769521641384e-07,2.6524860107730626,3.215642310913825e-08,0.6258120352751144
29.75,3.093309597862531e-07,2.6299169309820667,3.1402165830721715e-08,0.6257211983513994
30.0,3.0682494433944144e-07,2.6087081683157662,3.0682494433944146e-08,0.6258675402150785
30.25,3.0449122811442616e-07,2.588956271788368,2.99972886511349e-08,0.6262830732478948
30.5,3.0233969131794264e-07,2.5707435701426533,2.9346245214068687e-08,0.6269970736699966
30.75,3.0037828023500665e-07,2.554136209823913,2.8728868932752145e-08,0.6280354460234364
31.0,2.986128239321691e-07,2.539182623818971,2.814446973912998e-08,0.629420172447987
31.25,2.9704690555170705e-07,2.5259124564844364,2.759216539232112e-08,0.6311688592578236
31.5,2.956817897400539e-07,2.5143359573410256,2.7070889424587215e-08,0.6332943906202855
31.75,2.945164063193022e-07,2.5044438448259863,2.657940380793522e-08,0.6358046962510451
32.0,2.935473889301333e-07,2.496207629458327,2.6116315741115065e-08,0.6387026370511676
32.25,2.92769166079287e-07,2.489580375042799,2.568009789632472e-08,0.6419860095983958
32.5,2.9217410084240333e-07,2.4844978666503734,2.5269111424207856e-08,0.645647667443318
32.75,2.917526744274073e-07,2.4808801453633635,2.4881630994288773e-08,0.649675754322759
33.0,2.914937079138517e-07,2.4786333623240844,2.4515871144983322e-08,0.6540540417542565
33.25,2.913846157643533e-07,2.477651898599181,2.4170013231529122e-08,0.6587623610762998
33.5,2.914116841652319e-07,2.477820692850156,2.3842232290057837e-08,0.6637771179003732
33.75,2.9156036689970453e-07,2.479017715826496,2.353072317979961e-08,0.6690718751848893
34.0,2.918155912888103e-07,2.4811165292746833,2.3233725421083623e-08,0.6746179897600546
