PdfType: central
Format: lhagrid1
---
1.000000e-09 1.131190e-09 1.381630e-09 1.687530e-09 2.061150e-09 2.517500e-09 3.074880e-09 3.755670e-09 4.587180e-09 5.602800e-09 6.843270e-09 8.358390e-09 1.020900e-08 1.246930e-08 1.523000e-08 1.860190e-08 2.272050e-08 2.775080e-08 3.389490e-08 4.139940e-08 5.056530e-08 6.176060e-08 7.543460e-08 9.213600e-08 1.125350e-07 1.374510e-07 1.678830e-07 2.050520e-07 2.504520e-07 3.059020e-07 3.736300e-07 4.563530e-07 5.573900e-07 6.807980e-07 8.315290e-07 1.015630e-06 1.240500e-06 1.515140e-06 1.850600e-06 2.260330e-06 2.760770e-06 3.372020e-06 4.118590e-06 5.030460e-06 6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.295000e+00 1.298750e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
 0.00000000e+00 1.22654826e-07 2.95012099e+00 5.21220210e+00 5.20632882e+00 5.20634884e+00 5.21222206e+00 2.95012099e+00 1.22654826e-07 0.00000000e+00 2.94254692e+00
 0.00000000e+00 -1.11969616e-07 2.95003933e+00 5.21177198e+00 5.20589871e+00 5.20590873e+00 5.21179380e+00 2.95003933e+00 -1.11969616e-07 0.00000000e+00 3.20309022e+00
 -0.00000000e+00 4.04389056e-02 2.97243473e+00 5.22027588e+00 5.21430642e+00 5.21432638e+00 5.22029034e+00 2.97243473e+00 4.04389056e-02 -0.00000000e+00 1.66013221e+01
 -0.00000000e+00 1.44092651e-01 3.05853556e+00 5.29295721e+00 5.28690705e+00 5.28691704e+00 5.29297456e+00 3.05853556e+00 1.44092651e-01 -0.00000000e+00 3.64022954e+01
 -0.00000000e+00 3.35012819e-01 3.23233463e+00 5.45365438e+00 5.44751801e+00 5.44753246e+00 5.45367435e+00 3.23233463e+00 3.35012819e-01 -0.00000000e+00 6.43981491e+01
 -0.00000000e+00 6.41975081e-01 3.52255853e+00 5.73108966e+00 5.72485525e+00 5.72487707e+00 5.73110226e+00 3.52255853e+00 6.41975081e-01 -0.00000000e+00 1.02497339e+02
 -0.00000000e+00 1.09917091e+00 3.96336692e+00 6.15936789e+00 6.15304727e+00 6.15306910e+00 6.15938048e+00 3.96336692e+00 1.09917091e+00 -0.00000000e+00 1.52860399e+02
 -0.00000000e+00 1.74671976e+00 4.59484003e+00 6.77855957e+00 6.77216196e+00 6.77217456e+00 6.77858139e+00 4.59484003e+00 1.74671976e+00 -0.00000000e+00 2.17904586e+02
 -0.00000000e+00 2.63067803e+00 5.46303475e+00 7.63469360e+00 7.62820794e+00 7.62822976e+00 7.63471357e+00 5.46303475e+00 2.63067803e+00 -0.00000000e+00 3.00276613e+02
 -0.00000000e+00 3.80463411e+00 6.62148441e+00 8.78129076e+00 8.77471888e+00 8.77473885e+00 8.78131073e+00 6.62148441e+00 3.80463411e+00 -0.00000000e+00 4.02960166e+02
 -1.16182927e-04 5.32879281e+00 8.13039212e+00 1.02785615e+01 1.02718676e+01 1.02719234e+01 1.02785799e+01 8.13039212e+00 5.32879281e+00 -1.16182927e-04 5.29162821e+02
 2.14962597e+00 7.44916903e+00 1.02345135e+01 1.23702418e+01 1.23634591e+01 1.23635738e+01 1.23703118e+01 1.02345135e+01 7.44916903e+00 2.14962597e+00 6.93760095e+02
 4.89447510e+00 1.01647504e+01 1.29340269e+01 1.50575386e+01 1.50506337e+01 1.50506785e+01 1.50575200e+01 1.29340269e+01 1.01647504e+01 4.89447510e+00 8.95303751e+02
 8.35511511e+00 1.35964307e+01 1.63497381e+01 1.84610202e+01 1.84540788e+01 1.84541525e+01 1.84610939e+01 1.63497381e+01 1.35964307e+01 8.35511511e+00 1.13972147e+03
 1.26665199e+01 1.78790403e+01 2.06166592e+01 2.27158971e+01 2.27088373e+01 2.27088373e+01 2.27158971e+01 2.06166592e+01 1.78790403e+01 1.26665199e+01 1.43337114e+03
 1.79838834e+01 2.31679537e+01 2.58899351e+01 2.79772287e+01 2.79700877e+01 2.79700877e+01 2.79772287e+01 2.58899351e+01 2.31679537e+01 1.79838834e+01 1.78340692e+03
 2.44832610e+01 2.96389814e+01 3.23455247e+01 3.44209609e+01 3.44137303e+01 3.44137751e+01 3.44210346e+01 3.23455247e+01 2.96389814e+01 2.44832610e+01 2.19771785e+03
 3.23577635e+01 3.74854767e+01 4.01766375e+01 4.22403477e+01 4.22329437e+01 4.22330174e+01 4.22403477e+01 4.01766375e+01 3.74854767e+01 3.23577635e+01 2.68466626e+03
 4.18301243e+01 4.69300241e+01 4.96059175e+01 5.16579438e+01 5.16504950e+01 5.16505398e+01 5.16579990e+01 4.96059175e+01 4.69300241e+01 4.18301243e+01 3.25377598e+03
 5.31405649e+01 5.82128495e+01 6.08736234e+01 6.29140497e+01 6.29065644e+01 6.29065644e+01 6.29141682e+01 6.08736234e+01 5.82128495e+01 5.31405649e+01 3.91491692e+03
 6.65624670e+01 7.16073067e+01 7.42530160e+01 7.62820976e+01 7.62744938e+01 7.62744938e+01 7.62821237e+01 7.42530160e+01 7.16073067e+01 6.65624670e+01 4.67917317e+03
 8.23994411e+01 8.74169378e+01 9.00478164e+01 9.20655296e+01 9.20578893e+01 9.20578707e+01 9.20656033e+01 9.00478164e+01 8.74169378e+01 8.23994411e+01 5.55860257e+03
 1.00976220e+02 1.05966779e+02 1.08582990e+02 1.10589322e+02 1.10581160e+02 1.10581234e+02 1.10589395e+02 1.08582990e+02 1.05966779e+02 1.00976220e+02 6.56564672e+03
 1.22665384e+02 1.27628718e+02 1.30230357e+02 1.32225288e+02 1.32217293e+02 1.32217740e+02 1.32225288e+02 1.30230357e+02 1.27628718e+02 1.22665384e+02 7.71448344e+03
 1.47857204e+02 1.52793684e+02 1.55380780e+02 1.57364621e+02 1.57356447e+02 1.57356447e+02 1.57364621e+02 1.55380780e+02 1.52793684e+02 1.47857204e+02 9.01945936e+03
 1.76992460e+02 1.81902290e+02 1.84474508e+02 1.86447836e+02 1.86439662e+02 1.86439662e+02 1.86448283e+02 1.84474508e+02 1.81902290e+02 1.76992460e+02 1.04966080e+04
 2.10555721e+02 2.15439604e+02 2.17997678e+02 2.19959568e+02 2.19950947e+02 2.19950947e+02 2.19959568e+02 2.17997678e+02 2.15439604e+02 2.10555721e+02 1.21631798e+04
 2.49052410e+02 2.53910454e+02 2.56453650e+02 2.58404552e+02 2.58396668e+02 2.58396668e+02 2.58404552e+02 2.56453650e+02 2.53910454e+02 2.49052410e+02 1.40366756e+04
 2.93061552e+02 2.97892830e+02 3.00422329e+02 3.02362268e+02 3.02354384e+02 3.02354384e+02 3.02362268e+02 3.00422329e+02 2.97892830e+02 2.93061552e+02 1.61370751e+04
 3.43173912e+02 3.47979799e+02 3.50495157e+02 3.52423661e+02 3.52415040e+02 3.52415040e+02 3.52424108e+02 3.50495157e+02 3.47979799e+02 3.43173912e+02 1.84837890e+04
 4.00058888e+02 4.04838200e+02 4.07339679e+02 4.09258116e+02 4.09249496e+02 4.09249496e+02 4.09258117e+02 4.07339679e+02 4.04838200e+02 4.00058888e+02 2.10989947e+04
 4.64438345e+02 4.69192260e+02 4.71679119e+02 4.73587779e+02 4.73577974e+02 4.73577974e+02 4.73587779e+02 4.71679119e+02 4.69192260e+02 4.64438345e+02 2.40062313e+04
 5.37052228e+02 5.41779830e+02 5.44253732e+02 5.46150956e+02 5.46142335e+02 5.46142335e+02 5.46150956e+02 5.44253732e+02 5.41779830e+02 5.37052228e+02 2.72285276e+04
 6.18749878e+02 6.23452084e+02 6.25912103e+02 6.27799074e+02 6.27790006e+02 6.27790006e+02 6.27799074e+02 6.25912103e+02 6.23452084e+02 6.18749878e+02 3.07927438e+04
 7.10378933e+02 7.15056010e+02 7.17501888e+02 7.19378607e+02 7.19368802e+02 7.19368802e+02 7.19378607e+02 7.17501888e+02 7.15056010e+02 7.10378933e+02 3.47242876e+04
 8.12894119e+02 8.17546541e+02 8.19978801e+02 8.21844822e+02 8.21835202e+02 8.21835202e+02 8.21844822e+02 8.19978801e+02 8.17546541e+02 8.12894119e+02 3.90520338e+04
 9.27326987e+02 9.31952300e+02 9.34372234e+02 9.36226369e+02 9.36217301e+02 9.36217301e+02 9.36227106e+02 9.34372234e+02 9.31952300e+02 9.27326987e+02 4.38066865e+04
 -0.00000000e+00 1.22207330e-07 2.88417290e+00 5.09579798e+00 5.08968956e+00 5.08971223e+00 5.09582061e+00 2.88417290e+00 1.22207330e-07 -0.00000000e+00 2.96058087e+00
 0.00000000e+00 -1.11552830e-07 2.88410488e+00 5.09539049e+00 5.08928207e+00 5.08929343e+00 5.09541312e+00 2.88410488e+00 -1.11552830e-07 0.00000000e+00 3.21766624e+00
 -0.00000000e+00 4.01556614e-02 2.90661967e+00 5.10433133e+00 5.09812112e+00 5.09814372e+00 5.10434265e+00 2.90661967e+00 4.01556614e-02 -0.00000000e+00 1.64211164e+01
 -0.00000000e+00 1.42519876e-01 2.99182235e+00 5.17641215e+00 5.17012275e+00 5.17013406e+00 5.17643478e+00 2.99182235e+00 1.42519876e-01 -0.00000000e+00 3.58928136e+01
 -0.00000000e+00 3.30570370e-01 3.16313676e+00 5.33491967e+00 5.32853976e+00 5.32855107e+00 5.33494229e+00 3.16313676e+00 3.30570370e-01 -0.00000000e+00 6.33699279e+01
 -0.00000000e+00 6.32336451e-01 3.44853611e+00 5.60782058e+00 5.60133887e+00 5.60136149e+00 5.60783189e+00 3.44853611e+00 6.32336451e-01 -0.00000000e+00 1.00697213e+02
 -0.00000000e+00 1.08105309e+00 3.88123674e+00 6.02827168e+00 6.02169948e+00 6.02172210e+00 6.02828299e+00 3.88123674e+00 1.08105309e+00 -0.00000000e+00 1.49958750e+02
